"Variation SKU","Variation Label","Variation Record Key","Parent SKU","Parent Name","Linked Sites","Site Brand Mapping","Feed Title","Feed Description","Price Amount","Currency","Feed Price","Availability","Condition","Item Group ID","Color","Texture / Pattern","Material","Length","Width","Height","Depth","Projection","Diameter","Sides","Selected Attributes","Image Link","Product Link","Google Product Category","GTIN","MPN","Identifier Exists","Airtable Import Status","Marketplace Export Status","PIM Issues","Regular Price Original","Tiered Pricing","Stock","Is Active","Published"
"CFWP-MOD006-0024","CFWP-MOD006-0024","CFWP-MOD006-0024","CFWP-MOD006","Ceiling Faux Wood Plank MOD006","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD006 — 20"", 1"", 16' (192"")","Our grainy texture is characterized by distinct and tangible wood fibers, which give the material its unique natural pattern. The grain creates a dynamic contrast within the texture, emphasizing the layered structure of the wood and enhancing its visual depth.","959.00","USD","959.00 USD","","new","CFWP-MOD006","","","","16' (192"")","20""","1""","","","","","Width: 20"", Height: 1"", Length: 16' (192"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/9LpVlnaokpB6ULAxQ9bgOg/IcyMH7d_3IgIGpJxJEnb_G7SpusKtfFWX57AOb13ZBaC96fso8fA2OhQuXz8slbACuxA8eUfI6TdQTvPgEkqkcb7--pOo5SB-rMf2w2kdqnr8q-ccz5mc5iipHQzgDN1cldcl2VAB3h5a9FCwkjQigTJciwX0qy2MX5Cw_2_NvqTIq6atW-_mIMZ3FdXh6kE/ei5AcPJT2pRNJONKNhld5Q18cTGOAm1o1FQ1c2rPnzE","","","","","","READY","BLOCKED","Variation is not published","$959.00","","10","1","0"
"CFWP-MOD006-0025","CFWP-MOD006-0025","CFWP-MOD006-0025","CFWP-MOD006","Ceiling Faux Wood Plank MOD006","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD006 — 24"", 1"", 8' (96"")","Our grainy texture is characterized by distinct and tangible wood fibers, which give the material its unique natural pattern. The grain creates a dynamic contrast within the texture, emphasizing the layered structure of the wood and enhancing its visual depth.","575.00","USD","575.00 USD","","new","CFWP-MOD006","","","","8' (96"")","24""","1""","","","","","Width: 24"", Height: 1"", Length: 8' (96"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/9LpVlnaokpB6ULAxQ9bgOg/IcyMH7d_3IgIGpJxJEnb_G7SpusKtfFWX57AOb13ZBaC96fso8fA2OhQuXz8slbACuxA8eUfI6TdQTvPgEkqkcb7--pOo5SB-rMf2w2kdqnr8q-ccz5mc5iipHQzgDN1cldcl2VAB3h5a9FCwkjQigTJciwX0qy2MX5Cw_2_NvqTIq6atW-_mIMZ3FdXh6kE/ei5AcPJT2pRNJONKNhld5Q18cTGOAm1o1FQ1c2rPnzE","","","","","","READY","BLOCKED","Variation is not published","$575.00","","10","1","0"
"CFWP-MOD006-0026","CFWP-MOD006-0026","CFWP-MOD006-0026","CFWP-MOD006","Ceiling Faux Wood Plank MOD006","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD006 — 24"", 1"", 10' (120"")","Our grainy texture is characterized by distinct and tangible wood fibers, which give the material its unique natural pattern. The grain creates a dynamic contrast within the texture, emphasizing the layered structure of the wood and enhancing its visual depth.","719.00","USD","719.00 USD","","new","CFWP-MOD006","","","","10' (120"")","24""","1""","","","","","Width: 24"", Height: 1"", Length: 10' (120"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/9LpVlnaokpB6ULAxQ9bgOg/IcyMH7d_3IgIGpJxJEnb_G7SpusKtfFWX57AOb13ZBaC96fso8fA2OhQuXz8slbACuxA8eUfI6TdQTvPgEkqkcb7--pOo5SB-rMf2w2kdqnr8q-ccz5mc5iipHQzgDN1cldcl2VAB3h5a9FCwkjQigTJciwX0qy2MX5Cw_2_NvqTIq6atW-_mIMZ3FdXh6kE/ei5AcPJT2pRNJONKNhld5Q18cTGOAm1o1FQ1c2rPnzE","","","","","","READY","BLOCKED","Variation is not published","$719.00","","10","1","0"
"CFWP-MOD006-0027","CFWP-MOD006-0027","CFWP-MOD006-0027","CFWP-MOD006","Ceiling Faux Wood Plank MOD006","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD006 — 24"", 1"", 12' (144"")","Our grainy texture is characterized by distinct and tangible wood fibers, which give the material its unique natural pattern. The grain creates a dynamic contrast within the texture, emphasizing the layered structure of the wood and enhancing its visual depth.","863.00","USD","863.00 USD","","new","CFWP-MOD006","","","","12' (144"")","24""","1""","","","","","Width: 24"", Height: 1"", Length: 12' (144"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/9LpVlnaokpB6ULAxQ9bgOg/IcyMH7d_3IgIGpJxJEnb_G7SpusKtfFWX57AOb13ZBaC96fso8fA2OhQuXz8slbACuxA8eUfI6TdQTvPgEkqkcb7--pOo5SB-rMf2w2kdqnr8q-ccz5mc5iipHQzgDN1cldcl2VAB3h5a9FCwkjQigTJciwX0qy2MX5Cw_2_NvqTIq6atW-_mIMZ3FdXh6kE/ei5AcPJT2pRNJONKNhld5Q18cTGOAm1o1FQ1c2rPnzE","","","","","","READY","BLOCKED","Variation is not published","$863.00","","10","1","0"
"CFWP-MOD006-0028","CFWP-MOD006-0028","CFWP-MOD006-0028","CFWP-MOD006","Ceiling Faux Wood Plank MOD006","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD006 — 24"", 1"", 16' (192"")","Our grainy texture is characterized by distinct and tangible wood fibers, which give the material its unique natural pattern. The grain creates a dynamic contrast within the texture, emphasizing the layered structure of the wood and enhancing its visual depth.","1150.00","USD","1150.00 USD","","new","CFWP-MOD006","","","","16' (192"")","24""","1""","","","","","Width: 24"", Height: 1"", Length: 16' (192"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/9LpVlnaokpB6ULAxQ9bgOg/IcyMH7d_3IgIGpJxJEnb_G7SpusKtfFWX57AOb13ZBaC96fso8fA2OhQuXz8slbACuxA8eUfI6TdQTvPgEkqkcb7--pOo5SB-rMf2w2kdqnr8q-ccz5mc5iipHQzgDN1cldcl2VAB3h5a9FCwkjQigTJciwX0qy2MX5Cw_2_NvqTIq6atW-_mIMZ3FdXh6kE/ei5AcPJT2pRNJONKNhld5Q18cTGOAm1o1FQ1c2rPnzE","","","","","","READY","BLOCKED","Variation is not published","$1150.00","","10","1","0"
"CFWP-MOD006-0029","CFWP-MOD006-0029","CFWP-MOD006-0029","CFWP-MOD006","Ceiling Faux Wood Plank MOD006","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD006 — Any Custom Size, 1"", Any Custom Size","Our grainy texture is characterized by distinct and tangible wood fibers, which give the material its unique natural pattern. The grain creates a dynamic contrast within the texture, emphasizing the layered structure of the wood and enhancing its visual depth.","","USD","","","new","CFWP-MOD006","","","","Any Custom Size","Any Custom Size","1""","","","","","Width: Any Custom Size, Height: 1"", Length: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/9LpVlnaokpB6ULAxQ9bgOg/IcyMH7d_3IgIGpJxJEnb_G7SpusKtfFWX57AOb13ZBaC96fso8fA2OhQuXz8slbACuxA8eUfI6TdQTvPgEkqkcb7--pOo5SB-rMf2w2kdqnr8q-ccz5mc5iipHQzgDN1cldcl2VAB3h5a9FCwkjQigTJciwX0qy2MX5Cw_2_NvqTIq6atW-_mIMZ3FdXh6kE/ei5AcPJT2pRNJONKNhld5Q18cTGOAm1o1FQ1c2rPnzE","","","","","","READY","BLOCKED","Regular Price is empty or invalid | Variation is not published","","","10","1","0"
"CFWP-MOD007-0001","CFWP-MOD007-0001","CFWP-MOD007-0001","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 6"", 1"", 8' (96"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","144.00","USD","144.00 USD","","new","CFWP-MOD007","","","","8' (96"")","6""","1""","","","","","Width: 6"", Height: 1"", Length: 8' (96"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$144.00","","10","1","0"
"CFWP-MOD007-0002","CFWP-MOD007-0002","CFWP-MOD007-0002","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 6"", 1"", 10' (120"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","180.00","USD","180.00 USD","","new","CFWP-MOD007","","","","10' (120"")","6""","1""","","","","","Width: 6"", Height: 1"", Length: 10' (120"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$180.00","","10","1","0"
"CFWP-MOD007-0003","CFWP-MOD007-0003","CFWP-MOD007-0003","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 6"", 1"", 12' (144"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","217.00","USD","217.00 USD","","new","CFWP-MOD007","","","","12' (144"")","6""","1""","","","","","Width: 6"", Height: 1"", Length: 12' (144"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$217.00","","10","1","0"
"CFWP-MOD007-0004","CFWP-MOD007-0004","CFWP-MOD007-0004","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 6"", 1"", 16' (192"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","288.00","USD","288.00 USD","","new","CFWP-MOD007","","","","16' (192"")","6""","1""","","","","","Width: 6"", Height: 1"", Length: 16' (192"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$288.00","","10","1","0"
"CFWP-MOD007-0005","CFWP-MOD007-0005","CFWP-MOD007-0005","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 8"", 1"", 8' (96"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","193.00","USD","193.00 USD","","new","CFWP-MOD007","","","","8' (96"")","8""","1""","","","","","Width: 8"", Height: 1"", Length: 8' (96"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$193.00","","10","1","0"
"CFWP-MOD007-0006","CFWP-MOD007-0006","CFWP-MOD007-0006","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 8"", 1"", 10' (120"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","240.00","USD","240.00 USD","","new","CFWP-MOD007","","","","10' (120"")","8""","1""","","","","","Width: 8"", Height: 1"", Length: 10' (120"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$240.00","","10","1","0"
"CFWP-MOD007-0007","CFWP-MOD007-0007","CFWP-MOD007-0007","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 8"", 1"", 12' (144"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","288.00","USD","288.00 USD","","new","CFWP-MOD007","","","","12' (144"")","8""","1""","","","","","Width: 8"", Height: 1"", Length: 12' (144"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$288.00","","10","1","0"
"CFWP-MOD007-0008","CFWP-MOD007-0008","CFWP-MOD007-0008","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 8"", 1"", 16' (192"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","384.00","USD","384.00 USD","","new","CFWP-MOD007","","","","16' (192"")","8""","1""","","","","","Width: 8"", Height: 1"", Length: 16' (192"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$384.00","","10","1","0"
"CFWP-MOD007-0009","CFWP-MOD007-0009","CFWP-MOD007-0009","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 10"", 1"", 8' (96"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","240.00","USD","240.00 USD","","new","CFWP-MOD007","","","","8' (96"")","10""","1""","","","","","Width: 10"", Height: 1"", Length: 8' (96"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$240.00","","10","1","0"
"CFWP-MOD007-0010","CFWP-MOD007-0010","CFWP-MOD007-0010","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 10"", 1"", 10' (120"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","300.00","USD","300.00 USD","","new","CFWP-MOD007","","","","10' (120"")","10""","1""","","","","","Width: 10"", Height: 1"", Length: 10' (120"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$300.00","","10","1","0"
"CFWP-MOD007-0011","CFWP-MOD007-0011","CFWP-MOD007-0011","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 10"", 1"", 12' (144"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","360.00","USD","360.00 USD","","new","CFWP-MOD007","","","","12' (144"")","10""","1""","","","","","Width: 10"", Height: 1"", Length: 12' (144"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$360.00","","10","1","0"
"CFWP-MOD007-0012","CFWP-MOD007-0012","CFWP-MOD007-0012","CFWP-MOD007","Ceiling Faux Wood Plank MOD007","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Ceiling Faux Wood Plank MOD007 — 10"", 1"", 16' (192"")","Our Rough Hewn Style Faux Wood Wall Panels faithfully emulate the artisanal craftsmanship of hand-worked wood. Each panel retains the unique, irregular characteristics of the wood, including knots, grain patterns, and surface imperfections, providing a tactile, authentically rough. This treatment preserves the raw, organic beauty of the material, evoking a rustic, natural appearance.","480.00","USD","480.00 USD","","new","CFWP-MOD007","","","","16' (192"")","10""","1""","","","","","Width: 10"", Height: 1"", Length: 16' (192"")","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/NcCAkigwsYzN6iCR-m98iQ/tNQGoN9mNrgwZmRbP8fnC2uq5oPXnj7i_O74O19wDHYs1H4Q1j1GGyOw7i5axnyArrm1VyBt-KvIYEqNIiOHbMR5Lwytl5-qreZBopZ5sGcbAkPMhBMi-fKqZckx61jPtoy1q1eiv-KtvKTq5WgMj0lfwe1pe68Xplr3M0wpNeNVJFgQSCIV48HdAmiHk1z9/Wg3txxl-mcLc8IFaBj8egBClJ0pY66UEE4HOAMaxPNs","","","","","","READY","BLOCKED","Variation is not published","$480.00","","10","1","0"
